Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
stussysk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,65,165,231,64,38,1,0,0,0,0,0,48950,200,Apache,2.22,0.18,0.73,0.0,0.0,1,2,0,0,False,6,Germany,1
birkenstock-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,38,196,245,153,243,1,0,0,0,0,0,41564,200,Apache,3.34,0.18,0.71,0.0,0.06,1,3,0,1,False,10,Slovakia,1
kurtgeigerbratislava.sk,NETIM,4.0,3.0,ZeroSSL,84,196,196,192,219,1,0,0,0,0,0,41564,403,Apache/2,3.59,0.35,0.61,0.0,0.0,2,3,0,0,False,14,Ireland,1
diadorabratislava.sk,NETIM,4.0,3.0,Google Trust Services,48,172,67,146,164,2,0,0,0,0,0,13335,403,cloudflare,3.34,0.4,0.55,0.0,0.0,2,2,0,0,False,13,Canada,1
hunter-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,61,172,67,207,80,2,0,0,0,0,0,13335,200,cloudflare,3.58,0.26,0.63,0.0,0.05,1,3,0,1,False,8,Canada,1
nakupuj123.sk,"WebHouse, s.r.o.",4.0,1.0,Google Trust Services,51,104,21,13,119,2,0,0,0,0,0,13335,403,cloudflare,3.39,0.23,0.46,0.23,0.0,1,2,3,0,False,8,Canada,1
schollbratislava.sk,NETIM,4.0,3.0,ZeroSSL,55,165,231,222,117,1,0,0,0,0,0,58065,403,Apache/2,3.5,0.26,0.68,0.0,0.0,1,4,0,0,False,11,United States,1
freedommosesbratislava.sk,NETIM,4.0,3.0,ZeroSSL,48,165,231,223,157,1,0,0,0,0,0,58065,403,nginx,3.7,0.36,0.6,0.0,0.0,2,3,0,0,False,16,United States,1
converse-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,68,196,196,231,244,1,0,0,0,0,0,48950,200,Apache,3.18,0.21,0.64,0.0,0.07,1,2,0,1,False,6,Sweden,1
dopeslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,86,104,21,32,1,7,0,0,0,0,0,13335,200,cloudflare,3.16,0.31,0.62,0.0,0.0,1,3,0,0,False,5,Canada,1
betor-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,74,104,21,79,41,2,1,0,0,0,0,13335,200,cloudflare,3.1,0.18,0.64,0.0,0.09,1,2,0,1,False,6,Canada,1
victoriassecretsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,5,165,231,64,61,1,0,0,0,0,0,48950,200,Apache,3.32,0.3,0.65,0.0,0.0,2,3,0,0,False,5,Germany,1
asicstopanky.sk,Gransy s.r.o.,4.0,4.0,None,0,196,196,52,180,1,0,0,0,0,0,41564,200,Apache,3.32,0.33,0.6,0.0,0.0,1,3,0,0,False,8,Latvia,1
stussyslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,51,196,196,200,188,1,0,0,0,0,0,41564,200,Apache,3.09,0.28,0.67,0.0,0.0,1,3,0,0,False,7,Finland,1
teniskysalomon.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,62,196,245,153,237,1,0,0,0,0,0,41564,200,Apache,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,10,Slovakia,1
samsonitekufor.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,56,165,231,87,96,1,0,0,0,0,0,58065,200,Apache,3.57,0.35,0.59,0.0,0.0,1,2,0,0,False,10,France,1
apple-store.sk,Gransy s.r.o.,4.0,3.0,None,84,80,211,205,197,1,0,0,1,0,0,24806,200,Apache/2.4.52 (Ubuntu),3.38,0.29,0.57,0.0,0.07,1,3,0,1,False,6,Czechia,1
02909.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,63,202,95,15,137,2,0,0,0,0,0,152194,200,PWS/8.3.1.0.8,2.5,0.0,0.25,0.62,0.0,0,2,5,0,False,6,Malaysia,1
intimisimi.sk,Key-Systems GmbH,4.0,2.0,None,0,5,22,145,16,2,0,0,1,0,1,16509,200,cloudflare,2.5,0.38,0.54,0.0,0.0,1,2,0,0,False,8,Germany,1
louboutinvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,59,196,245,153,196,1,0,0,0,0,0,41564,200,Apache,4.12,0.4,0.55,0.0,0.0,2,2,0,0,False,13,Slovakia,1
kasinosprievodca.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,86,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.58,0.37,0.58,0.0,0.0,2,3,0,0,False,11,Czechia,1
swarovski-sk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,77,158,222,2,48,1,0,0,0,0,0,63119,200,Apache,3.06,0.2,0.67,0.0,0.07,1,3,0,1,False,9,United States,1
geoxbratislava.sk,Key-Systems GmbH,4.0,1.0,ZeroSSL,54,196,244,193,130,1,0,0,0,0,0,58065,403,nginx,3.69,0.35,0.59,0.0,0.0,2,3,0,0,False,10,Finland,1
mobiluj.sk,Gransy s.r.o.,1.0,1.0,Google Trust Services,65,172,67,149,151,2,1,0,0,0,0,13335,200,cloudflare,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Canada,1
columbiasslovenskooutlet.com,Web Commerce Communications Limited dba WebNic.cc,4.0,2.0,Let's Encrypt,71,196,245,153,196,1,0,0,0,0,0,41564,200,Apache,3.7,0.39,0.57,0.0,0.0,3,3,0,0,False,17,Slovakia,1
dfyne.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,69,196,245,56,97,1,0,0,0,0,0,58065,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,5,Spain,1
rightdeal.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,42,139,162,179,216,1,1,1,1,0,1,63949,200,Apache,3.58,0.25,0.67,0.0,0.0,2,4,0,0,False,7,Germany,1
tedbakerskoutlet.sk,NETIM,4.0,3.0,ZeroSSL,90,165,231,161,197,1,0,0,0,0,0,58065,403,Apache/2,3.39,0.32,0.63,0.0,0.0,2,3,0,0,False,11,Estonia,1
nvgtnsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,51,165,231,64,36,1,0,0,0,0,0,48950,200,Apache,2.72,0.0,0.9,0.0,0.0,0,7,0,0,False,6,Germany,1
merrel.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,9,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Czechia,1
vansslovensko.sk,Gransy s.r.o.,4.0,3.0,None,53,196,247,144,74,1,0,0,0,0,0,48950,0,Apache,3.0,0.25,0.69,0.0,0.0,1,4,0,0,False,5,United States,1
pumashopsk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,77,196,245,153,216,1,0,0,0,0,0,41564,200,Apache,3.03,0.23,0.69,0.0,0.0,1,3,0,0,False,6,Slovakia,1
paypal.legitalk.sk,Speedweb s. r. o.,4.0,3.0,Let's Encrypt,78,109,74,157,6,1,0,0,0,0,0,29405,200,nginx,3.31,0.33,0.56,0.0,0.0,2,2,0,0,False,11,Slovakia,1
guessslovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,46,196,196,204,42,1,0,0,0,0,0,58065,200,Apache,3.25,0.38,0.56,0.0,0.0,2,4,0,0,False,8,Finland,1
upat.sk,Gransy s.r.o.,4.0,3.0,None,80,85,248,216,117,1,0,0,0,0,0,5578,200,None,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,3,Slovakia,1
tedbakerslovakia.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,74,172,67,133,47,2,0,0,0,0,0,13335,200,cloudflare,3.54,0.37,0.58,0.0,0.0,2,3,0,0,False,9,Canada,1
basetool.sk,NETIM,4.0,3.0,None,54,103,224,182,210,1,1,1,1,1,1,133618,200,None,3.1,0.36,0.55,0.0,0.0,2,2,0,0,False,6,United States,1
trapstar.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,54,196,245,230,4,1,0,0,0,0,0,58065,200,Apache,2.73,0.18,0.73,0.0,0.0,1,3,0,0,False,6,Germany,1
software-foundation.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,56,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.79,0.36,0.55,0.0,0.05,2,3,0,1,False,14,Slovakia,1
kajot-casino-slovensko.sk,Key-Systems GmbH,3.0,3.0,Google Trust Services,83,104,21,112,1,7,0,0,0,0,0,13335,403,cloudflare,3.57,0.32,0.56,0.0,0.08,1,3,0,1,False,14,Canada,1
tamarisslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,20,196,245,153,203,1,0,0,0,0,0,41564,200,Apache,3.51,0.32,0.63,0.0,0.0,1,3,0,0,False,8,Slovakia,1
kozenetopanky.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,63,77,78,104,3,1,1,1,1,0,1,15685,200,nginx,3.33,0.38,0.56,0.0,0.0,1,2,0,0,False,9,Czechia,1
palladiumobuv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,67,104,21,73,106,2,0,0,0,0,0,13335,200,cloudflare,3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,7,Canada,1
salomonobuv-vypredaj.sk,Gransy s.r.o.,4.0,3.0,None,0,196,247,61,26,1,0,0,0,0,0,41564,200,Apache,4.06,0.35,0.57,0.0,0.04,1,2,0,1,False,13,Canada,1
onio-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,185,50,229,198,1,1,1,1,0,0,24641,0,None,2.72,0.3,0.5,0.0,0.1,2,2,0,1,False,6,Czechia,1
calzadona.sk,Key-Systems GmbH,4.0,1.0,None,0,5,22,145,16,2,0,0,0,0,1,16509,200,cloudflare,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Germany,1
bagsmkonlineshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,65,196,196,197,160,1,0,0,0,0,0,41564,200,Apache,3.68,0.26,0.68,0.0,0.0,1,4,0,0,False,10,Ireland,1
lottoslovakia.sk,Key-Systems GmbH,4.0,1.0,ZeroSSL,54,196,244,193,131,1,0,0,0,0,0,58065,403,nginx,3.08,0.38,0.56,0.0,0.0,2,2,0,0,False,6,Finland,1
fredperrybratislava.sk,NETIM,4.0,3.0,ZeroSSL,59,196,196,200,10,1,0,0,0,0,0,41564,403,nginx,3.7,0.32,0.64,0.0,0.0,1,2,0,0,False,14,Finland,1
salomoslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,74,196,240,121,145,1,0,0,0,0,0,41564,200,Apache,3.06,0.33,0.61,0.0,0.0,1,3,0,0,False,7,Germany,1
028.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,59,38,180,94,23,1,0,0,0,0,0,9009,200,nginx,2.58,0.0,0.33,0.5,0.0,0,2,3,0,False,4,Hong Kong,1
sorelslovensko.sk,Gransy s.r.o.,4.0,4.0,None,0,196,245,153,202,1,0,0,0,0,0,41564,403,Apache,2.98,0.29,0.65,0.0,0.0,1,3,0,0,False,6,Slovakia,1
basetools.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,72,172,67,72,247,3,1,0,1,0,0,13335,403,cloudflare,3.02,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Canada,1
booho.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,162,159,136,54,2,1,1,1,0,0,13335,409,cloudflare,2.41,0.38,0.5,0.0,0.0,2,2,0,0,False,4,Canada,1
teniskyslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,59,196,245,153,208,1,0,0,0,0,0,41564,200,Apache,3.26,0.32,0.63,0.0,0.0,1,3,0,0,False,8,Slovakia,1
columbia-slovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,48,196,196,6,155,1,0,0,0,0,0,57858,200,Apache,3.58,0.4,0.5,0.0,0.05,2,2,0,1,False,9,Sweden,1
zivenabratislava.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,53,104,21,39,77,2,0,0,0,0,0,13335,403,cloudflare,3.51,0.37,0.58,0.0,0.0,1,2,0,0,False,12,Canada,1
caterpillartopanky.sk,Gransy s.r.o.,4.0,1.0,Google Trust Services,47,172,67,150,174,2,0,0,0,0,0,13335,200,cloudflare,3.69,0.33,0.62,0.0,0.0,1,2,0,0,False,11,Canada,1
lacnaobuv.sk,Gransy s.r.o.,4.0,3.0,DigiCert Inc,95,64,190,63,222,1,1,1,1,1,1,47846,403,None,3.42,0.33,0.58,0.0,0.0,2,2,0,0,False,7,Germany,1
crocsskstore.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,69,196,245,153,223,1,0,0,0,0,0,41564,200,Apache,2.84,0.2,0.73,0.0,0.0,1,6,0,0,False,7,Slovakia,1
karrimorobuv.sk,"WebHouse, s.r.o.",3.0,2.0,Google Trust Services,36,104,21,80,1,7,0,0,0,0,0,13335,403,cloudflare,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,8,Canada,1
ipanemabratislava.sk,NETIM,4.0,3.0,ZeroSSL,47,196,244,195,18,1,0,0,0,0,0,41564,403,Apache/2,3.54,0.4,0.55,0.0,0.0,1,2,0,0,False,12,Singapore,1
pandoranaramkyakcia.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,62,104,160,4,218,1,0,0,0,0,0,48950,200,Apache,3.36,0.41,0.55,0.0,0.0,2,2,0,0,False,12,United States,1
dogecoin.sk,"WebHouse, s.r.o.",4.0,2.0,None,40,86,110,243,202,1,0,0,0,0,0,29405,200,Apache,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,6,None,1
lacne-topanky.sk,"WebHouse, s.r.o.",2.0,1.0,"CLOUDFLARE, INC.",73,104,21,32,1,7,0,0,0,0,0,13335,403,cloudflare,3.62,0.31,0.56,0.0,0.06,1,2,0,1,False,7,Canada,1
onteniskysk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,81,104,21,64,1,7,0,0,0,0,0,13335,200,cloudflare,2.99,0.29,0.64,0.0,0.0,1,2,0,0,False,7,Canada,1
desigualoutlet.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,43,165,231,64,7,1,0,0,0,0,0,48950,200,Apache,3.5,0.41,0.53,0.0,0.0,2,2,0,0,False,10,Germany,1
asolobratislava.sk,NETIM,4.0,3.0,Google Trust Services,68,104,21,82,206,2,0,0,0,0,0,13335,403,cloudflare,3.24,0.39,0.56,0.0,0.0,1,2,0,0,False,11,Canada,1
drmartensslovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,43,196,245,153,242,1,0,0,0,0,0,41564,200,Apache,3.57,0.21,0.71,0.0,0.04,1,4,0,1,False,13,Slovakia,1
microsoftonline.sk,"INTERNET CZ, a.s.",2.0,2.0,None,0,194,182,84,187,1,0,0,0,0,0,24806,200,Apache/2.4.62 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,9,Czechia,1
kamiktopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,89,104,160,2,201,1,0,0,0,0,0,41564,200,Apache,3.24,0.33,0.6,0.0,0.0,1,2,0,0,False,8,United Kingdom,1
hokaoneonepredaj.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,74,196,196,106,208,1,0,0,0,0,0,41564,200,Apache,3.43,0.42,0.53,0.0,0.0,2,2,0,0,False,11,Latvia,1
savagexfenty.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,38,196,245,153,238,1,0,0,0,0,0,41564,200,Apache,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,8,Slovakia,1
salomonski.sk,"WebHouse, s.r.o.",4.0,2.0,None,40,86,110,243,202,1,0,0,0,0,0,29405,200,Apache,3.03,0.31,0.62,0.0,0.0,1,3,0,0,False,5,Slovakia,1
kuptesiauto.sk,Gransy s.r.o.,4.0,1.0,None,52,88,86,115,114,1,0,0,1,0,0,39392,200,Apache/2.2.22 (Debian),3.24,0.43,0.5,0.0,0.0,3,2,0,0,False,7,Czechia,1
riekereshopsk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,55,196,196,197,214,1,0,0,0,0,0,41564,200,Apache,2.98,0.31,0.62,0.0,0.0,2,3,0,0,False,8,Ireland,1
stussy-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,74,158,222,2,35,1,0,0,0,0,0,63119,200,Apache,3.22,0.26,0.63,0.0,0.05,1,3,0,1,False,8,United States,1
calvin-klein.sk,MarkMonitor International Limited,4.0,1.0,None,0,3,33,139,32,1,0,0,0,0,0,16509,0,None,3.37,0.27,0.6,0.0,0.07,2,2,0,1,False,2,Canada,1
belenkatenisky.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,33,196,245,153,197,1,0,0,0,0,0,41564,200,Apache,3.29,0.35,0.59,0.0,0.0,1,2,0,0,False,9,Slovakia,1
candaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,77,104,21,30,45,2,0,0,0,0,0,13335,200,cloudflare,3.34,0.29,0.65,0.0,0.0,1,3,0,0,False,6,Canada,1
onrunningeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,63,158,222,2,45,1,0,0,0,0,0,63119,200,Apache,3.38,0.29,0.65,0.0,0.0,1,2,0,0,False,8,United States,1
karllagerfeldsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,57,104,21,8,210,2,0,0,0,0,0,13335,200,cloudflare,3.2,0.22,0.72,0.0,0.0,1,4,0,0,False,11,Canada,1
lunzo.sk,"WEDOS Internet, a.s.",4.0,1.0,Let's Encrypt,62,185,59,211,64,1,1,1,1,0,1,43541,200,nginx/1.23.0,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Czechia,1
decathlonbratislava.sk,NETIM,4.0,3.0,ZeroSSL,41,196,196,192,205,1,0,0,0,0,0,41564,403,Apache/2,3.82,0.32,0.64,0.0,0.0,1,3,0,0,False,10,Ireland,1
pumalacno.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,61,158,222,2,28,1,0,0,0,0,0,63119,200,Apache,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,6,United States,1
barbour-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,75,196,196,233,109,1,0,0,0,0,0,46805,200,Apache,3.55,0.3,0.6,0.0,0.05,2,3,0,1,False,9,United States,1
zoznam-znalcov.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,85,31,15,10,69,1,1,1,1,0,0,25234,200,nginx,3.45,0.24,0.65,0.0,0.06,1,2,0,1,False,9,Czechia,1
adidas-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,77,196,242,179,146,1,0,0,0,0,0,58065,200,Apache,2.69,0.25,0.58,0.0,0.08,1,2,0,1,False,4,South Africa,1
ryderwearsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,57,172,67,153,39,2,0,0,0,0,0,13335,200,cloudflare,3.04,0.29,0.64,0.0,0.0,2,3,0,0,False,8,Canada,1
corteiz.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,49,196,197,12,99,1,0,0,0,0,0,41564,200,Apache,3.32,0.3,0.6,0.0,0.0,2,2,0,0,False,5,Poland,1
nike-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,196,240,121,250,1,0,0,0,0,0,41564,0,None,2.65,0.2,0.6,0.0,0.1,1,2,0,1,False,5,None,1
efkoeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,70,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.92,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Czechia,1
viagogo.sk,Gandi SAS,4.0,3.0,None,152,13,107,253,45,1,1,1,1,0,1,8075,200,None,2.92,0.4,0.5,0.0,0.0,2,2,0,0,False,6,Canada,1
winwin.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,81,212,57,32,128,1,1,1,1,1,1,48689,200,nginx,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Slovakia,1
gaborvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,10,196,244,47,84,1,0,0,0,0,0,58065,200,Apache,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,9,Canada,1
basettools.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,81,91,240,20,64,1,1,1,1,0,0,59939,200,nginx,3.03,0.31,0.62,0.0,0.0,2,2,0,0,False,7,The Netherlands,1
salomontenisky.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,61,104,21,88,212,2,0,0,0,0,0,13335,200,cloudflare,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,8,Canada,1
intimissimislovensko-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,70,165,231,64,55,1,0,0,0,0,0,48950,200,Apache,3.24,0.31,0.62,0.0,0.04,1,3,0,1,False,15,Germany,1
rajpradla.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,73,65,109,34,230,1,1,0,1,0,0,24940,200,nginx/1.20.2,3.02,0.25,0.67,0.0,0.0,1,3,0,0,False,6,None,1
roxybratislava.sk,NETIM,4.0,3.0,Google Trust Services,41,172,67,165,101,2,0,0,0,0,0,13335,403,cloudflare,3.57,0.35,0.59,0.0,0.0,1,2,0,0,False,10,Canada,1
supreme-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,39,196,244,195,184,1,0,0,0,0,0,41564,200,Apache,3.03,0.23,0.62,0.0,0.08,1,2,0,1,False,6,Singapore,1
avantgardecasino.sk,NETIM,3.0,3.0,Google Trust Services,73,104,21,32,1,7,1,0,0,0,0,13335,200,cloudflare,3.62,0.37,0.58,0.0,0.0,1,3,0,0,False,10,Canada,1
jordanslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,33,165,231,87,89,1,0,0,0,0,0,58065,200,Apache,3.42,0.28,0.67,0.0,0.0,1,3,0,0,False,7,France,1
schollslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,43,196,247,55,212,1,0,0,0,0,0,41564,200,Apache,3.09,0.22,0.72,0.0,0.0,1,4,0,0,False,7,Canada,1
converseoutlet.sk,NETIM,4.0,2.0,ZeroSSL,81,196,247,180,158,1,0,0,0,0,0,41564,403,Apache/2,3.45,0.35,0.59,0.0,0.0,3,2,0,0,False,9,Poland,1
skecherstenisky.sk,"WebHouse, s.r.o.",2.0,1.0,Google Trust Services,73,172,67,206,41,2,0,0,0,0,0,13335,403,cloudflare,3.2,0.28,0.67,0.0,0.0,1,3,0,0,False,9,Canada,1
playbay.sk,NETIM,4.0,2.0,None,0,172,105,85,203,1,1,1,1,0,0,63949,404,Apache,2.92,0.4,0.5,0.0,0.0,2,2,0,0,False,5,None,1
tousslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,57,104,21,16,1,7,0,0,0,0,0,13335,200,cloudflare,3.08,0.31,0.62,0.0,0.0,2,3,0,0,False,5,Canada,1
ted-baker.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,83,196,244,194,219,1,0,0,0,0,0,58065,200,Apache,3.25,0.25,0.58,0.0,0.08,1,2,0,1,False,7,Finland,1
vip-moda.eu,None,None,None,Let's Encrypt,43,46,28,106,210,1,0,0,1,0,0,197019,200,Apache,3.46,0.45,0.36,0.0,0.09,2,1,0,1,False,8,Czechia,1
dope-snow-slovakia.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,36,165,231,64,23,1,0,0,0,0,0,48950,200,Apache,3.65,0.33,0.52,0.0,0.1,2,2,0,1,False,9,Germany,1
guess-slovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,45,196,196,231,199,1,0,0,0,0,0,48950,200,Apache,3.19,0.28,0.61,0.0,0.06,2,3,0,1,False,7,Sweden,1
gymshark-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,43,158,222,2,23,1,0,0,0,0,0,63119,200,Apache,3.13,0.14,0.71,0.0,0.07,1,3,0,1,False,9,United States,1
zivekasino.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,12,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.24,0.38,0.54,0.0,0.0,1,2,0,0,False,7,Czechia,1
adidaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,64,172,67,140,233,2,0,0,0,0,0,13335,200,cloudflare,3.34,0.35,0.59,0.0,0.0,1,3,0,0,False,6,Canada,1
demoniatopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,50,196,242,179,43,1,0,0,0,0,0,58065,200,Apache,3.62,0.41,0.53,0.0,0.0,2,2,0,0,False,9,South Africa,1
coachsk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,31,104,160,2,225,1,0,0,0,0,0,41564,200,Apache,2.72,0.2,0.7,0.0,0.0,2,4,0,0,False,5,United Kingdom,1
liujoslovakia.sk,Gransy s.r.o.,4.0,3.0,"cPanel, LLC",3,196,247,30,84,1,0,0,0,0,0,41564,200,Apache,3.25,0.44,0.5,0.0,0.0,2,2,0,0,False,7,United States,1
gymsharkleginy-sk.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,66,165,231,153,40,1,0,0,0,0,0,58065,200,Apache,3.65,0.25,0.65,0.0,0.05,1,3,0,1,False,12,United States,1
icepeaksk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,83,104,21,96,1,7,0,0,0,0,0,13335,200,cloudflare,2.86,0.33,0.58,0.0,0.0,2,3,0,0,False,6,Canada,1
topankyvibram.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,30,104,160,10,30,1,0,0,0,0,0,48950,200,Apache,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,9,United States,1
smartwoodsk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,36,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.61 (Debian),3.18,0.21,0.71,0.0,0.0,2,3,0,0,False,7,Czechia,1
basetols.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,81,91,240,20,64,1,1,1,1,0,0,59939,200,nginx,3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,5,The Netherlands,1
supreme-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,56,165,231,64,23,1,0,0,0,0,0,48950,200,Apache,3.48,0.3,0.6,0.0,0.05,1,3,0,1,False,9,Germany,1
vivo-barefoot-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,63,165,231,64,23,1,0,0,0,0,0,48950,200,Apache,3.66,0.35,0.54,0.0,0.08,2,3,0,1,False,12,Germany,1
vejask.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,62,196,245,153,216,1,0,0,0,0,0,41564,200,Apache,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Slovakia,1
reservedsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,51,165,231,64,62,1,0,0,0,0,0,48950,200,Apache,2.66,0.23,0.69,0.0,0.0,1,3,0,0,False,5,Germany,1
sloggi.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,79,172,67,203,127,2,0,0,0,0,0,13335,520,cloudflare,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Canada,1
