Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
siea.sk,Websupport s.r.o.,4.0,3.0,None,41,188,166,66,228,1,1,1,1,0,0,14061,200,Apache,2.52,0.43,0.43,0.0,0.0,3,2,0,0,False,1,The Netherlands,0
kosickanovaves.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,87,46,28,107,241,1,1,1,1,0,0,197019,200,Apache,3.18,0.35,0.59,0.0,0.0,1,2,0,0,False,9,Czechia,0
cityhotel.sk,KIOS a.s.,4.0,3.0,None,55,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,4,Slovakia,0
otvaracie-hodiny.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,76,52,28,35,14,1,1,1,1,0,1,16509,200,Apache/2.4.7 (Ubuntu),3.93,0.42,0.47,0.0,0.05,2,2,0,1,False,1,Germany,0
lipany.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,79,116,202,184,199,1,1,1,1,0,0,24940,200,nginx,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,4,Germany,0
trencin.sk,EuroNET Slovakia s.r.o.,4.0,2.0,Let's Encrypt,15,31,31,74,15,1,1,1,1,0,1,197019,200,Apache,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,4,Czechia,0
vinarskydom.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,89,92,240,253,18,1,1,1,1,0,0,29405,406,None,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,6,Slovakia,0
hotelimpiq.sk,KIOS a.s.,4.0,3.0,Let's Encrypt,50,37,9,175,179,1,1,1,1,0,1,51013,200,openresty,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,6,Slovakia,0
nove-mesto.sk,"Slovak Telekom, a.s.",4.0,3.0,Let's Encrypt,65,46,28,105,92,1,1,1,1,0,1,197019,200,Apache,3.24,0.31,0.54,0.0,0.08,1,2,0,1,False,6,Czechia,0
finreport.sk,Positive s.r.o.,4.0,2.0,Let's Encrypt,59,81,89,48,54,1,1,1,1,1,1,29405,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
kosicesever.sk,"iMprove GROUP, s.r.o.",4.0,2.0,Let's Encrypt,31,37,9,175,180,1,1,1,1,0,1,51013,200,openresty,2.99,0.36,0.57,0.0,0.0,1,2,0,0,False,7,Slovakia,0
opalisko.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,58,86,110,243,222,1,1,1,1,0,1,29405,200,Apache,2.91,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Slovakia,0
skalkaarena.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,51,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,2.75,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Slovakia,0
abasoft.sk,EuroNET Slovakia s.r.o.,4.0,3.0,None,0,213,215,124,70,1,1,1,0,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
velkysaris.sk,"WEBY GROUP, s.r.o.",4.0,1.0,Let's Encrypt,55,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Slovakia,0
dpmk.sk,"SWAN, a. s.",4.0,2.0,Let's Encrypt,50,81,2,254,14,1,1,1,1,0,0,24806,200,nginx/1.18.0 (Ubuntu),2.52,0.0,0.86,0.0,0.0,0,4,0,0,False,1,Czechia,0
slovenskyraj.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,353,81,2,195,116,1,1,1,1,0,1,24806,200,Microsoft-IIS/10.0,3.46,0.27,0.67,0.0,0.0,1,3,0,0,False,1,Czechia,0
forumpoprad.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,58,37,9,175,189,1,1,1,1,0,1,51013,200,openresty,3.38,0.29,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
galeriakosice.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,51,87,118,88,120,1,1,1,1,0,1,31103,200,nginx,3.38,0.44,0.5,0.0,0.0,2,2,0,0,False,1,Germany,0
hotelfamilia.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,47,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.51,0.4,0.53,0.0,0.0,2,2,0,0,False,5,Slovakia,0
azet.sk,Ringier Slovakia Media s.r.o.,4.0,3.0,Sectigo Limited,15,91,235,52,77,1,1,1,1,0,1,57788,200,None,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelgalileo.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,38,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,5,Slovakia,0
hotelnarodnydom.sk,"ActivIT,s.r.o.",4.0,3.0,Sectigo Limited,142,86,110,243,40,1,0,0,1,0,0,29405,200,Apache,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,8,Slovakia,0
liptov.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,48,109,74,144,30,1,0,0,1,0,0,29405,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
stropkov.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,45,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,5,Slovakia,0
tulip.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,54,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
sliezskydom.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,20,37,9,175,132,1,1,1,1,0,0,51013,200,openresty,3.32,0.29,0.64,0.0,0.0,2,3,0,0,False,1,Slovakia,0
oc-danubia.sk,"SEAL IT Services, s.r.o.",4.0,3.0,Let's Encrypt,51,85,248,216,117,1,1,1,1,0,1,5578,200,Apache,3.55,0.38,0.46,0.0,0.08,2,2,0,1,False,1,Slovakia,0
hoteldubnaskala.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,52,51,158,71,186,1,1,0,1,0,1,12876,200,Apache/2.4.54 (Debian),3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,9,France,0
vrable.sk,"WEBY GROUP, s.r.o.",4.0,2.0,Let's Encrypt,72,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
kosice.sk,Websupport s.r.o.,4.0,3.0,DigiCert Inc,80,88,212,14,21,1,1,1,1,0,1,42841,200,Apache,2.73,0.33,0.56,0.0,0.0,1,2,0,0,False,3,Slovakia,0
kupelens.sk,Varro s.r.o.,4.0,3.0,Let's Encrypt,62,185,59,211,127,1,1,1,1,0,0,43541,200,nginx,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
fontech.sk,"Webglobe, a.s.",4.0,2.0,Google Trust Services,83,172,67,200,5,2,1,1,1,0,1,13335,200,cloudflare,3.32,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Canada,0
benulekaren.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,222,185,59,211,106,1,1,1,1,0,1,43541,200,nginx,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Czechia,0
automagazin.sk,"Netropolis, s.r.o.",4.0,1.0,Let's Encrypt,52,217,67,28,27,1,1,1,1,0,0,5578,200,Apache,3.47,0.43,0.5,0.0,0.0,2,2,0,0,False,1,Slovakia,0
skidrienica.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,52,62,109,151,125,1,1,1,1,1,1,29134,200,nginx,3.18,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Czechia,0
neziskoveorganizacie.sk,"SWAN, a. s.",4.0,2.0,Let's Encrypt,32,86,110,225,104,1,0,0,0,0,0,29405,200,Apache,3.59,0.43,0.52,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelagatka.sk,Websupport s.r.o.,4.0,4.0,Google Trust Services,30,104,21,16,1,7,1,1,1,0,0,13335,200,cloudflare,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,5,Canada,0
hotelbristol.sk,Slavomír Kundrát - Faeton,4.0,4.0,Let's Encrypt,71,86,110,225,71,1,1,1,1,1,0,29405,200,Apache/2.4.41 (Ubuntu),3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Slovakia,0
hotelno16.sk,"Webglobe, a.s.",4.0,3.0,None,41,217,67,30,28,1,1,1,1,1,1,5578,200,nginx,3.42,0.25,0.5,0.17,0.0,1,2,2,0,False,4,Slovakia,0
eurovea.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,89,37,9,175,179,1,1,1,1,0,0,51013,200,openresty,3.12,0.5,0.4,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelgrandnz.sk,"WebHouse, s.r.o.",4.0,3.0,None,99,46,229,230,45,1,1,1,1,0,1,29405,200,Apache,3.77,0.2,0.73,0.0,0.0,1,4,0,0,False,6,Slovakia,0
reklama.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,47,109,74,156,3,1,1,1,1,0,1,29405,200,RANDOM,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
imhd.sk,Compeko CS s. r. o.,4.0,4.0,Sectigo Limited,168,37,9,171,63,1,1,1,1,0,0,51013,200,nginx/1.15.5,2.81,0.14,0.71,0.0,0.0,1,3,0,0,False,1,Slovakia,0
santk.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,41,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,2.5,0.12,0.75,0.0,0.0,1,3,0,0,False,1,Slovakia,0
spisskabela.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,38,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,2.95,0.29,0.64,0.0,0.0,1,3,0,0,False,8,Slovakia,0
hotelvrsatec.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,49,37,9,175,188,1,0,0,1,0,0,51013,200,openresty,3.51,0.27,0.67,0.0,0.0,1,4,0,0,False,1,Slovakia,0
mckvp.sk,ANTIK Telecom s.r.o.,4.0,1.0,None,0,88,212,10,20,1,1,1,1,0,0,42841,200,Apache,2.75,0.0,0.88,0.0,0.0,0,5,0,0,False,4,Slovakia,0
finstat.sk,"ACTIVE 24, s.r.o.",4.0,3.0,DigiCert Inc,141,20,71,223,55,1,1,1,1,0,1,8075,200,Microsoft-IIS/10.0,2.92,0.2,0.7,0.0,0.0,1,3,0,0,False,1,Netherlands,0
ruzbachy.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,82,85,159,106,197,1,1,1,1,0,1,34820,200,Apache,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
velky-krtis.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.32,0.21,0.64,0.0,0.07,1,3,0,1,False,9,Slovakia,0
autoskolaalfa.sk,"WebHouse, s.r.o.",4.0,2.0,Let's Encrypt,46,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,3.0,0.44,0.5,0.0,0.0,2,2,0,0,False,1,Slovakia,0
biskupice.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,77,88,86,102,6,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.08,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Czechia,0
zomos.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,41,195,181,248,17,1,1,1,1,1,1,48689,200,nginx,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
ockorzo.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,69,57,153,167,86,1,1,1,1,1,1,8075,200,nginx,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Netherlands,0
cpbratislava.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,58,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.46,0.27,0.67,0.0,0.0,1,4,0,0,False,8,Slovakia,0
klar.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,24,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,4,Slovakia,0
nhgateone.sk,Eurodns S.A.,4.0,3.0,None,0,195,76,37,83,1,1,0,0,0,0,3352,403,None,3.25,0.33,0.58,0.0,0.0,2,3,0,0,False,6,Spain,0
hotelpodzamkom.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,38,37,9,175,157,1,1,1,1,0,1,51013,200,openresty,3.57,0.29,0.65,0.0,0.0,1,2,0,0,False,7,Slovakia,0
turzovka.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,78,88,86,102,7,1,0,0,1,1,0,39392,200,Microsoft-IIS/8.5,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,4,Czechia,0
mindop.sk,Národná agentúra pre sieťové a elektronické služby,4.0,3.0,None,79,195,49,188,162,1,1,1,1,0,0,25373,200,Apache,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
tesco.sk,MarkMonitor International Limited,4.0,2.0,"Entrust, Inc.",48,23,218,63,28,1,1,1,1,1,1,16625,0,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,1,United States,0
uvs.sk,"Comsultia, s.r.o.",4.0,3.0,Let's Encrypt,16,93,185,111,212,1,1,1,1,0,0,43541,200,nginx,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,3,Czechia,0
hotelborovica.sk,"MM Systems, s. r. o.",4.0,4.0,Let's Encrypt,82,185,59,211,127,1,1,1,1,0,0,43541,200,nginx,3.7,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Czechia,0
stupava.sk,Positive s.r.o.,4.0,3.0,Let's Encrypt,78,88,86,102,11,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Czechia,0
ambassador.sk,bart.sk s.r.o.,4.0,3.0,DigiCert Inc,78,81,89,49,143,1,0,0,1,0,0,29405,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,2.97,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Slovakia,0
benefitplus.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Google Trust Services,37,35,244,182,33,1,1,1,1,0,1,396982,200,None,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,1,United States,0
mediaklik.com,None,None,None,None,0,64,68,202,11,1,0,0,1,0,0,16686,404,Kestrel,3.24,0.38,0.54,0.0,0.0,2,2,0,0,False,1,Canada,0
merrellstore.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,30,194,145,180,164,1,0,0,0,0,0,24971,200,openresty,3.01,0.27,0.67,0.0,0.0,1,4,0,0,False,1,Czechia,0
hotelpatriot.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,26,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,3.46,0.33,0.6,0.0,0.0,2,2,0,0,False,3,Slovakia,0
trnava.sk,Václav Paul - JEREMY,4.0,3.0,"DigiCert, Inc.",299,62,168,68,108,1,1,1,1,1,1,5578,200,Apache,2.95,0.22,0.67,0.0,0.0,1,3,0,0,False,4,Slovakia,0
evamaria.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,313,185,129,138,221,1,1,1,1,0,1,24806,200,aruba-proxy,3.03,0.45,0.45,0.0,0.0,2,2,0,0,False,1,Czechia,0
hotelsenica.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,31,37,9,175,197,1,1,1,1,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,5,Slovakia,0
hotel-lipa-bojnice.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,14,37,9,175,196,1,1,1,1,0,1,51013,200,openresty,3.92,0.33,0.52,0.0,0.1,1,2,0,1,False,1,Slovakia,0
hotelalbrecht.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,40,88,99,25,162,1,1,1,1,0,1,24940,200,Apache/2.4.59 (Debian),3.5,0.25,0.69,0.0,0.0,1,3,0,0,False,7,Germany,0
kupelediamant.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,67,66,241,124,219,1,1,1,1,0,0,40509,200,Fly/bce90e867 (2025-03-28),3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,1,United States,0
hotelesprit.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,49,37,9,175,187,1,0,0,1,0,0,51013,200,openresty,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,5,Slovakia,0
banskastiavnica.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,87,195,181,248,139,1,1,1,1,1,1,48689,200,nginx,3.13,0.33,0.61,0.0,0.0,2,3,0,0,False,9,Slovakia,0
teplice.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,45,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
ghotelza.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,14,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,6,Slovakia,0
hotelmuza.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,55,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.58,0.33,0.58,0.0,0.0,1,2,0,0,False,5,Slovakia,0
horskyhotel-eva.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,17,37,9,175,133,1,1,1,1,0,0,51013,200,openresty,3.61,0.33,0.56,0.0,0.06,1,3,0,1,False,1,Slovakia,0
ksisters.sk,Key-Systems GmbH,4.0,3.0,Google Trust Services,80,104,26,9,52,3,1,1,1,0,1,13335,200,cloudflare,2.55,0.18,0.73,0.0,0.0,1,2,0,0,False,6,Canada,0
skikrahule.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,49,86,110,243,39,1,1,1,1,0,1,29405,200,Apache,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
senica.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,18,37,9,175,179,1,1,1,1,0,1,51013,200,openresty,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,4,Slovakia,0
moldava.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,44,88,86,103,135,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Czechia,0
tvojakava.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,67,185,115,1,34,1,1,1,1,0,1,43541,200,nginx,2.86,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Czechia,0
kupelenimnica.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,73,213,215,124,157,1,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,3.5,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
skicentrumkalnica.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,28,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,3.58,0.3,0.65,0.0,0.0,1,3,0,0,False,1,Slovakia,0
brasin.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,84,31,15,10,75,1,1,1,1,0,0,25234,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Czechia,0
hotelgalanta.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,26,37,9,175,189,1,1,1,1,0,0,51013,200,openresty,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,4,Slovakia,0
maxinn.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,51,185,59,211,127,1,1,1,1,1,0,43541,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Czechia,0
robi.sk,"WebHouse, s.r.o.",4.0,3.0,None,40,86,110,243,51,1,1,1,1,0,1,29405,200,Apache,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelsteve.sk,NETIM,3.0,3.0,Google Trust Services,41,104,21,80,1,7,0,0,0,0,0,13335,200,cloudflare,3.03,0.31,0.62,0.0,0.0,1,3,0,0,False,5,Canada,0
geoxstore.sk,"WebHouse, s.r.o.",3.0,3.0,Let's Encrypt,32,185,59,211,205,1,1,1,1,0,1,43541,200,nginx,3.08,0.33,0.58,0.0,0.0,2,3,0,0,False,1,Czechia,0
kupele-lucky.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,193,37,9,175,180,1,1,1,1,0,1,51013,200,openresty,3.19,0.33,0.53,0.0,0.07,1,2,0,1,False,1,Slovakia,0
klu-druzba.sk,"Proxis, spol. s r.o.",4.0,3.0,Let's Encrypt,83,81,162,93,3,1,1,1,1,1,0,57606,200,nginx,3.39,0.23,0.62,0.0,0.08,1,2,0,1,False,1,Slovakia,0
mestotornala.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,82,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,8,Slovakia,0
velkymeder.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,55,88,86,102,6,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Czechia,0
snslp.sk,ZONER s.r.o.,4.0,3.0,Let's Encrypt,55,90,64,236,212,1,1,1,1,0,1,15962,200,Apache/2.4.37 (centos) OpenSSL/1.1.1g,2.41,0.0,0.88,0.0,0.0,0,5,0,0,False,1,Slovakia,0
www.studnicky.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,87,116,203,116,152,1,1,1,1,0,0,24940,200,nginx,3.33,0.19,0.69,0.0,0.0,1,3,0,0,False,1,Germany,0
senec.sk,"SOFTNET plus, spol. s r.o.",4.0,3.0,Let's Encrypt,68,51,91,81,147,1,1,1,1,0,0,16276,200,None,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,4,France,0
skibezovec.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,48,193,163,77,92,1,1,1,1,1,1,29405,200,nginx,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
apollohotel.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,76,35,172,94,1,2,1,1,1,0,0,14618,403,nginx,3.13,0.36,0.57,0.0,0.0,1,2,0,0,False,5,United States,0
certovica.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Google Trust Services,31,104,18,127,89,1,0,0,1,0,0,13335,200,cloudflare,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Canada,0
lokomotiva.sk,"Slovak Telekom, a.s.",4.0,3.0,Let's Encrypt,81,86,110,243,208,1,1,1,1,0,1,29405,200,Apache,3.18,0.38,0.54,0.0,0.0,1,2,0,0,False,6,Slovakia,0
hanusovce.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,30,88,86,102,9,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Czechia,0
kupele-bojnice.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,56,46,28,107,238,1,1,1,1,0,0,197019,200,Apache,3.69,0.35,0.53,0.0,0.06,1,2,0,1,False,1,Czechia,0
drziaky.sk,"INTERNET CZ, a.s.",4.0,4.0,Let's Encrypt,52,81,31,37,22,1,1,1,1,0,1,24971,200,openresty,3.12,0.3,0.6,0.0,0.0,2,3,0,0,False,1,Czechia,0
tisovec.com,"TUCOWS, INC.",4.0,3.0,Let's Encrypt,78,88,86,102,11,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.1,0.36,0.55,0.0,0.0,1,1,0,0,False,4,Czechia,0
central.sk,"Platon Technologies, s.r.o.",4.0,2.0,Let's Encrypt,41,85,248,229,168,1,1,1,1,0,1,5578,200,nginx,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,1,Slovakia,0
therme.sk,"Slovak Telekom, a.s.",4.0,2.0,Let's Encrypt,42,46,229,238,155,1,1,1,1,1,0,29405,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
skiracibor.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,36,37,9,175,133,1,1,1,1,0,1,51013,200,openresty,3.09,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
touchit.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,76,86,110,225,42,1,1,1,1,0,1,29405,200,Apache/2.4.57 (Unix) OpenSSL/1.0.2k-fips,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,1,Slovakia,0
carlton.sk,CyberData s.r.o.,4.0,4.0,Let's Encrypt,38,37,9,175,195,1,1,1,1,0,1,51013,200,openresty,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,1,Slovakia,0
bardejov.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,34,81,162,93,16,1,1,1,1,0,1,57606,200,nginx,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
gemer.sk,"INTERNET CZ, a.s.",4.0,1.0,Actalis S.p.A.,39,81,2,194,179,1,0,0,0,0,0,24806,200,Microsoft-IIS/10.0,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Czechia,0
gbely.sk,"RANSYSTEMS, s.r.o.",4.0,2.0,Let's Encrypt,55,88,86,102,6,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Czechia,0
skimedvedie.sk,"WebHouse, s.r.o.",4.0,2.0,None,0,46,28,107,238,1,1,1,1,0,0,197019,200,Apache,2.9,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Czechia,0
eminent.sk,VONET s.r.o.,4.0,3.0,None,0,52,213,120,66,1,1,1,1,0,0,16509,200,Apache/2.4.62 (Amazon Linux),2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Ireland,0
hotelartin.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,52,37,9,175,155,1,1,1,1,0,1,51013,200,openresty,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,5,Slovakia,0
hotelzobor.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,82,212,57,32,81,1,1,1,1,1,1,48689,200,nginx,3.33,0.31,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
rossignol.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,34,85,248,129,37,3,1,1,1,0,1,5578,200,None,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
