Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
nakupuj123.sk,"WebHouse, s.r.o.",4.0,2.0,Google Trust Services,31,1746210167,2,0,0,0,0,13335,403,cloudflare,3.39,0.23,0.46,0.23,0.0,1,2,3,0,False,12,True,False,Canada,1
sothys.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,26,621391771,1,1,1,0,0,51013,200,openresty,2.64,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hotelmaj.sk,"ELBIA, s. r. o.",4.0,2.0,Let's Encrypt,71,1833606147,1,1,1,0,1,29405,200,RANDOM,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
carbb.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,19,621391747,1,1,1,0,0,51013,200,openresty,2.75,0.12,0.75,0.0,0.0,1,3,0,0,False,7,False,False,Slovakia,0
babuska.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,36,1403517191,1,1,1,1,1,24971,200,Apache,2.52,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
aninebing.sk,"WebCreators, s. r. o.",3.0,3.0,None,30,3248704933,1,1,1,1,1,29405,404,nginx,3.02,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,1
playbay.sk,NETIM,4.0,3.0,None,0,2892584395,1,1,1,0,0,63949,404,Apache,2.92,0.4,0.5,0.0,0.0,2,2,0,0,False,9,False,False,None,1
725138.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,65,2890108071,2,0,0,0,0,13335,0,None,3.17,0.0,0.22,0.67,0.0,0,2,6,0,False,8,False,False,Canada,1
e-vuc.sk,Websupport s.r.o.,4.0,1.0,DigiCert Inc,373,1489383123,1,1,1,0,1,24940,200,nginx,3.0,0.25,0.5,0.0,0.12,1,2,0,1,False,7,False,False,Germany,0
bergdoktor.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,29,621391773,1,1,1,0,0,51013,200,openresty,3.24,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
barnettpartners.sk,"INTERNET CZ, a.s.",3.0,2.0,Let's Encrypt,46,621390066,1,1,1,0,1,51013,200,Apache,3.2,0.22,0.72,0.0,0.0,1,3,0,0,False,17,False,False,Slovakia,0
baugroup.sk,EuroNET Slovakia s.r.o.,4.0,1.0,Let's Encrypt,53,3587669065,1,0,1,0,0,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/8.2.24,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Slovakia,0
bcbsro.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,82,3283482649,1,1,1,0,1,48689,200,nginx,2.73,0.11,0.78,0.0,0.0,1,5,0,0,False,8,False,False,Slovakia,0
zlatestranky.sk,"Webglobe, a.s.",4.0,3.0,None,21,1521929969,1,1,1,0,0,5610,200,Pepyaka,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Czechia,0
beckersro.sk,Websupport s.r.o.,4.0,3.0,None,80,621391747,1,1,1,0,0,51013,200,Apache,2.92,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Slovakia,0
hokabezeckaobuv.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,69,2783428169,1,0,0,0,0,58065,200,Apache,3.46,0.39,0.56,0.0,0.0,2,2,0,0,False,17,True,False,Estonia,1
bemat.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,70,773613935,1,1,1,1,1,197019,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
balzak.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,DigiCert Inc,379,3653661844,1,0,1,0,0,34222,200,Apache/2.4.56 (Debian),2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
corner-board-shop.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,53,3283483190,1,1,1,1,1,48689,200,nginx,3.65,0.25,0.6,0.0,0.1,2,2,0,1,False,19,True,False,Slovakia,0
salomoslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,3304094097,1,0,0,0,0,41564,200,Apache,3.06,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Germany,1
partizanske.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,85,1383588041,1,1,1,0,0,5578,200,Apache,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
bfinance.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,621391805,1,1,1,0,0,51013,200,openresty,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
bjtrade.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,21,621391804,1,1,1,0,0,51013,200,openresty,3.32,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,False,Slovakia,0
barbour-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,3301239149,1,0,0,0,0,46805,200,Apache,3.55,0.3,0.6,0.0,0.05,2,3,0,1,False,19,True,False,United States,1
regresnaterapia.sk,"NEON, s.r.o.",4.0,3.0,None,39,3283482634,1,1,1,1,1,48689,0,None,3.27,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,0
babica.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,16,621391803,1,1,1,0,0,51013,200,openresty,2.73,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
autoskolasmile.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,11,621391805,1,1,1,0,0,51013,200,openresty,3.34,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
bmwzvolen.sk,"OK media, s.r.o.",4.0,3.0,Let's Encrypt,24,1541358858,1,1,1,0,1,41591,200,LiteSpeed,3.58,0.17,0.75,0.0,0.0,1,5,0,0,False,11,False,False,Slovakia,0
baas.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,39,1559297294,1,1,1,0,0,29405,200,None,2.24,0.29,0.57,0.0,0.0,2,2,0,0,False,6,False,False,Slovakia,0
dartyelektro.sk,"WebHouse, s.r.o.",2.0,2.0,Google Trust Services,53,1746229056,2,0,0,0,0,13335,403,cloudflare,3.37,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Canada,1
starbike.sk,Websupport s.r.o.,4.0,3.0,None,71,621391813,1,1,1,0,1,51013,200,openresty,3.1,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
lucenec.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,85,1383588041,1,1,1,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
babik.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,57,1450111980,1,1,1,0,1,29405,200,Apache,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
123dodavatel.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,70,1541289010,1,1,1,0,0,198346,200,nginx,3.64,0.27,0.47,0.2,0.0,1,2,3,0,False,14,False,False,Czechia,0
ukf.sk,Univerzita Konštantína Filozofa v Nitre,4.0,3.0,GEANT Vereniging,138,3243707473,1,1,1,0,1,2607,200,Apache,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
calvinklein.sk,MarkMonitor International Limited,4.0,3.0,None,0,52529952,1,0,0,0,0,16509,0,None,3.24,0.29,0.64,0.0,0.0,2,3,0,0,False,13,False,False,Canada,0
hotel-san.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,45,1403517191,1,1,1,1,1,24971,200,Apache,3.42,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,Czechia,0
bassoair.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,84,621391771,1,1,1,0,0,51013,200,openresty,2.85,0.36,0.55,0.0,0.0,3,2,0,0,False,10,False,False,Slovakia,0
dusicka.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,73,3248704785,1,1,1,1,1,29405,403,LiteSpeed,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
skvza.sk,"Webglobe, a.s.",4.0,4.0,Let's Encrypt,68,3283482781,1,1,1,1,1,48689,200,nginx,2.5,0.12,0.75,0.0,0.0,1,4,0,0,False,7,False,False,Slovakia,0
nsm.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,85,621391803,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.83,0.0,0.0,0,3,0,0,False,5,False,False,Slovakia,0
kabelkybizu.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,60,2890121776,2,0,0,0,0,13335,523,cloudflare,3.32,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Canada,1
hotelsenica.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,11,621391813,1,1,1,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
znalecnitra.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,61,521079357,1,0,1,0,0,25234,200,nginx,3.52,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Czechia,1
danskoslovensko.sk,Nom-IQ Limited dba Com Laude,4.0,3.0,None,0,314120238,3,0,0,0,0,16509,200,cloudflare,3.09,0.28,0.67,0.0,0.0,1,3,0,0,False,17,True,False,United States,1
mizuno-slovensko.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,24,2783395848,1,0,0,0,0,48950,200,Apache,3.54,0.32,0.58,0.0,0.05,1,3,0,1,False,18,True,False,Germany,1
mizunosk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,53,3301232748,1,0,0,0,0,58065,200,Apache,3.1,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,True,United States,1
handmadepoppy.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,35,621391772,1,1,1,0,0,51013,200,openresty,3.45,0.31,0.62,0.0,0.0,1,3,0,0,False,15,False,False,Slovakia,0
calvinkleinslovakia.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,68,3301236602,1,0,0,0,0,58065,200,Apache,3.32,0.36,0.59,0.0,0.0,2,3,0,0,False,21,True,False,Estonia,1
maxin.sk,Aglo Solutions s. r. o.,4.0,1.0,Let's Encrypt,40,1833604387,1,1,1,0,0,29405,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
b4b-inkaso.sk,"WEBY GROUP, s.r.o.",4.0,3.0,None,0,3645052469,1,1,1,0,1,5578,200,Apache,3.24,0.23,0.54,0.08,0.08,1,2,1,1,False,12,False,False,Slovakia,0
autotrendy.sk,"Platon Technologies, s.r.o.",4.0,3.0,Let's Encrypt,81,1442374807,1,1,1,0,0,5578,200,nginx,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
ski-gruniky.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,67,3115275542,1,1,1,0,0,44984,200,nginx/1.24.0,3.18,0.29,0.57,0.0,0.07,1,2,0,1,False,13,False,False,Czechia,0
spisskabela.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,18,621391803,1,1,1,0,0,51013,200,openresty,2.95,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
hotelvillabianca.sk,"IMAFEX, s.r.o.",4.0,1.0,Let's Encrypt,40,624559604,1,1,1,0,1,28952,200,Apache,3.64,0.37,0.58,0.0,0.0,2,2,0,0,False,18,False,False,Slovakia,0
sorelslovensko.sk,Gransy s.r.o.,4.0,4.0,None,0,3304430026,1,0,0,0,0,41564,403,Apache,2.98,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,Slovakia,1
fredperrybratislava.sk,NETIM,4.0,3.0,ZeroSSL,39,3301230602,1,0,0,0,0,41564,403,nginx,3.7,0.32,0.64,0.0,0.0,1,2,0,0,False,21,True,False,Finland,1
intimisimi.sk,Key-Systems GmbH,4.0,2.0,None,0,85365008,2,0,1,0,1,16509,200,cloudflare,2.5,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Germany,1
mager.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,32,1533789482,1,0,1,0,1,24940,200,None,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
primame.sk,"INTERNET CZ, a.s.",4.0,4.0,ZeroSSL,61,3108035365,1,1,1,0,0,43541,200,nginx,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
skate-bratislava.sk,"ACTIVE 24, s.r.o.",4.0,2.0,DigiCert Inc,35,1572431369,1,1,1,0,1,43541,200,nginx,3.37,0.32,0.58,0.0,0.05,1,2,0,1,False,18,True,False,Czechia,0
hotelstefanik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,41,621391805,1,1,1,0,0,51013,200,openresty,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,15,False,False,Slovakia,0
kupelehs.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,344,3283482788,1,1,1,1,1,48689,200,nginx,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,False,Slovakia,0
hotelhusarik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,34,621391434,1,1,1,0,0,51013,200,nginx,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
hotelcolor.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,18,621391771,1,1,1,0,1,51013,200,openresty,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
bartanusreality.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,60,3107704933,1,1,1,0,0,43541,200,Apache/2.4.41 (Ubuntu),3.57,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Czechia,0
sme.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,85,1746275558,3,1,1,0,1,13335,200,cloudflare,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Canada,0
stussyskeshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,80,3304449542,1,0,0,0,0,58065,200,Apache,2.91,0.25,0.69,0.0,0.0,1,2,0,0,False,15,True,False,Germany,1
engelbertstraussslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,64,2890121493,2,0,0,0,0,13335,200,cloudflare,3.54,0.29,0.68,0.0,0.0,2,5,0,0,False,27,True,False,Canada,1
ocidea.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,27,621391434,1,1,1,0,0,51013,200,nginx,3.17,0.44,0.44,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
bjservices.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,None,0,1559297297,1,1,1,0,0,29405,200,None,3.18,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
aldotopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,58,2665349682,1,0,0,0,0,63119,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,13,True,False,United States,1
evamaria.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,293,3112274653,1,1,1,0,1,24806,200,aruba-proxy,3.03,0.45,0.45,0.0,0.0,2,2,0,0,False,10,False,False,Czechia,0
amiri-slovensko.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,63,2783418655,1,0,0,0,0,58065,200,Apache,3.57,0.33,0.56,0.0,0.06,1,3,0,1,False,17,True,False,United States,1
goldenroyal.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,53,3283483276,1,1,1,0,1,48689,200,nginx,3.52,0.36,0.57,0.0,0.0,3,2,0,0,False,13,False,False,Slovakia,0
stolarstvobalga.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,77,3248704927,1,1,1,1,1,29405,200,nginx,3.31,0.28,0.67,0.0,0.0,1,4,0,0,False,17,False,False,Slovakia,0
bergerreality.sk,EuroNET Slovakia s.r.o.,4.0,3.0,None,183,621390066,1,1,1,0,1,51013,200,Apache,3.41,0.38,0.56,0.0,0.0,2,2,0,0,False,15,False,False,Slovakia,0
bareo.sk,"IMAFEX, s.r.o.",4.0,3.0,None,45,3162202395,1,1,1,0,1,58328,200,Apache,3.0,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Slovakia,0
autoskolaportal.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,49,621391772,1,1,1,0,0,51013,200,openresty,3.2,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,0
bojvin.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,18,621391797,1,1,1,0,0,51013,200,openresty,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
raca.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,51,1442349703,1,1,1,0,0,5578,200,Apache,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
bbrsc.sk,"WebHouse, s.r.o.",4.0,2.0,DigiCert Inc,245,1450111795,1,1,1,0,0,29405,200,Apache,2.5,0.0,0.88,0.0,0.0,0,5,0,0,False,7,False,False,Slovakia,0
salomonobuvvypredaj.sk,Gransy s.r.o.,4.0,3.0,"cPanel, LLC",41,3304537370,1,0,0,0,0,41564,200,Apache,3.97,0.36,0.59,0.0,0.0,1,2,0,0,False,21,True,False,None,1
b2interiors.sk,"Webglobe, a.s.",4.0,3.0,None,40,1047366693,1,0,1,0,0,29134,200,nginx,3.38,0.29,0.57,0.07,0.0,2,2,1,0,False,13,False,False,Czechia,0
bazsopavel.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,None,0,1559297503,1,1,1,0,0,29405,200,None,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
fbfinterier.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,44,1746218793,2,0,0,0,0,13335,403,cloudflare,3.24,0.29,0.64,0.0,0.0,2,3,0,0,False,13,False,False,Canada,0
bonitaaurelia.sk,"WEDOS Internet, a.s.",4.0,3.0,Let's Encrypt,66,1310198761,1,0,1,0,0,43541,200,nginx,3.58,0.5,0.44,0.0,0.0,3,2,0,0,False,15,False,False,Czechia,1
prosluzby.sk,"ACTIVE 24, s.r.o.",4.0,1.0,Let's Encrypt,67,521079463,1,1,1,0,0,25234,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Czechia,1
rajpradla.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,53,1097671398,1,0,1,0,0,24940,200,nginx/1.20.2,3.02,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,None,1
calzedonia-sk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,78,2783395876,1,0,0,0,0,48950,200,Apache,3.62,0.31,0.56,0.0,0.06,2,2,0,1,False,15,False,True,Germany,1
hotelnarodnydom.sk,"ActivIT,s.r.o.",4.0,3.0,Sectigo Limited,122,1450111784,1,0,1,0,0,29405,200,Apache,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,17,False,False,Slovakia,0
chiavarimt.sk,"ELBIA, s. r. o.",4.0,2.0,Let's Encrypt,71,1833606146,1,1,1,0,1,29405,200,RANDOM,3.39,0.31,0.62,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
schiesserslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,70,1746225795,2,0,0,0,0,13335,200,cloudflare,3.24,0.29,0.67,0.0,0.0,2,3,0,0,False,20,True,False,Canada,1
bambino-kociky.sk,Websupport s.r.o.,4.0,2.0,None,23,621391434,1,1,1,0,0,51013,404,nginx,3.45,0.35,0.53,0.0,0.06,1,2,0,1,False,16,False,False,Slovakia,0
bellatrix.sk,"Webglobe, a.s.",4.0,2.0,DigiCert Inc,313,3560513560,1,1,1,1,1,48689,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
br-vzduchotechnika.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,87,621391773,1,1,1,0,0,51013,200,openresty,4.11,0.24,0.67,0.0,0.05,1,3,0,1,False,20,False,False,Slovakia,0
dpmp.sk,VÁDIUM - IT s.r.o.,4.0,2.0,Let's Encrypt,21,3560514258,1,1,1,1,0,48689,200,nginx,2.52,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Slovakia,0
lidl.sk,INWX GmbH,4.0,3.0,SwissSign AG,139,1751603416,1,1,1,0,1,16625,200,myracloud,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,United States,0
northface-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,79,1755317829,1,0,0,0,0,41564,200,Apache,3.64,0.2,0.67,0.0,0.07,1,4,0,1,False,14,False,True,United Kingdom,1
kremnica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,57,1383588041,1,1,1,0,1,5578,200,Apache,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
eccooutlet.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,64,3304430050,1,0,0,0,0,41564,200,Apache,3.09,0.38,0.54,0.0,0.0,3,2,0,0,False,12,True,False,Slovakia,1
thajskemasaze-kosice.sk,"WebHouse, s.r.o.",4.0,3.0,None,0,773614574,1,1,1,0,0,197019,200,Apache,3.56,0.35,0.57,0.0,0.04,1,3,0,1,False,22,False,False,Czechia,0
salomon-slovenskosk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,81,3304430067,1,0,0,0,0,41564,200,Apache,3.17,0.27,0.64,0.0,0.05,1,3,0,1,False,21,True,True,Slovakia,1
polepynamobil.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,17,1296984067,1,1,1,0,1,15685,200,nginx,3.62,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Czechia,1
mihalko.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Sectigo Limited,171,3325457252,1,1,1,1,0,22612,200,LiteSpeed,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,United States,0
corteizsk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,57,2665349676,1,0,0,0,0,63119,200,Apache,3.25,0.25,0.67,0.0,0.0,2,3,0,0,False,11,False,True,United States,1
akbalogova.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,75,621391796,1,1,1,0,0,51013,200,openresty,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
bilart.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,80,621391811,1,1,1,1,1,51013,200,openresty,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
brooks-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,35,2890124966,2,0,0,0,0,13335,403,cloudflare,3.16,0.26,0.63,0.0,0.05,2,3,0,1,False,18,True,False,Canada,1
nonstop-krtkovanie.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,78,54617701,2,0,1,0,0,16509,200,openresty,3.52,0.29,0.62,0.0,0.05,2,4,0,1,False,20,False,False,Germany,0
mfsr.sk,DataCentrum,4.0,1.0,DigiCert Inc,296,1442354621,1,1,1,0,1,5578,200,None,2.52,0.0,0.86,0.0,0.0,0,4,0,0,False,6,False,False,Slovakia,0
icecasino0.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,62,2890115106,2,0,0,0,0,13335,200,cloudflare,3.24,0.38,0.46,0.08,0.0,1,2,1,0,False,12,True,False,Canada,1
uniag.sk,Websupport s.r.o.,4.0,3.0,GEANT Vereniging,234,3243729853,1,1,1,0,0,2607,200,nginx,3.0,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Slovakia,0
brezova.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,44,1482057227,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
hoteldetva.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,55,1294284208,1,1,1,0,1,47583,200,hcdn,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Lithuania,0
parfoisslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,31,2783395843,1,0,0,0,0,48950,200,Apache,3.47,0.32,0.63,0.0,0.0,2,3,0,0,False,18,True,False,Germany,1
hotelmuza.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,35,621391803,1,1,1,0,0,51013,200,openresty,3.58,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
basetoools.sk,Gransy s.r.o.,4.0,3.0,None,0,1542460479,1,1,1,0,0,59939,200,Apache/2,2.97,0.38,0.54,0.0,0.0,3,2,0,0,False,12,False,False,The Netherlands,1
skiarena-fackovskesedlo.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,47,1559297294,1,1,1,0,0,29405,200,None,3.64,0.35,0.58,0.0,0.04,2,3,0,1,False,25,False,False,Slovakia,0
benlux.sk,"Webglobe, a.s.",4.0,1.0,None,0,1047369552,1,1,1,0,0,29134,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
skimakov.sk,"WebHouse, s.r.o.",4.0,3.0,None,0,1389374979,1,1,1,0,1,15685,200,Microsoft-IIS/10.0,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
kupele-skleneteplice.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,283,621391771,1,1,1,0,1,51013,200,openresty,3.26,0.35,0.57,0.0,0.04,1,3,0,1,False,22,True,False,Slovakia,0
tamariseshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,31,3304529513,1,0,0,0,0,41564,200,Apache,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,United States,1
superdrybratislava.sk,Key-Systems GmbH,4.0,1.0,ZeroSSL,40,3301230106,1,0,0,0,0,41564,403,Apache/2,3.71,0.33,0.62,0.0,0.0,1,3,0,0,False,20,True,False,Ireland,1
bazenynakluc.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,28,621391747,1,1,1,0,0,51013,200,openresty,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
poleneslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,51,2890117543,2,0,0,0,0,13335,200,cloudflare,3.04,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
hotelagatka.sk,Websupport s.r.o.,4.0,4.0,Google Trust Services,70,1746235393,7,1,1,0,0,13335,200,cloudflare,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Canada,0
