Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
02909.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,43,461123263,4,0,0,0,0,152194,200,PWS/8.3.1.0.8,2.5,0.0,0.25,0.62,0.0,0,2,5,0,False,7,False,False,Hong Kong,1
badex.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,43,773614468,1,1,1,0,0,197019,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
reservedsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,31,2783395902,1,0,0,0,0,48950,200,Apache,2.66,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,Germany,1
pumaeshop.sk,"WEDOS Internet, a.s.",3.0,3.0,Google Trust Services,65,1746214913,7,0,0,0,0,13335,520,cloudflare,3.25,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Canada,1
mojadm.sk,"WebHouse, s.r.o.",4.0,1.0,Let's Encrypt,66,600399524,1,1,1,0,1,396982,200,None,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,United States,0
khujobunda.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,62,1746217211,2,0,0,0,0,13335,200,cloudflare,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,True,False,Canada,1
bagbrunovsky.sk,"Webglobe, a.s.",4.0,3.0,None,21,3560513572,1,1,1,1,1,48689,200,nginx,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
hotelset.sk,"STZ Marketing, s. r.o.",4.0,2.0,Let's Encrypt,9,621391747,1,1,1,0,1,51013,200,openresty,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
trnavamasaze.sk,"Webglobe, a.s.",4.0,3.0,None,21,3645054525,1,1,1,1,1,5578,200,nginx,3.24,0.33,0.6,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
canadagoose-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,44,1746210817,7,0,0,0,0,13335,200,cloudflare,3.47,0.38,0.54,0.0,0.04,2,3,0,1,False,23,True,False,Canada,1
belusafoods.sk,"ASCIO TECHNOLOGIES, INC. DANMARK -FILIAL AF ASCIO TECHNOLOGIES, INC.USA",4.0,2.0,Let's Encrypt,80,621391749,1,1,1,0,1,51013,200,openresty,3.32,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
bencont.sk,"WebCreators, s. r. o.",4.0,2.0,Let's Encrypt,77,786820744,1,1,1,0,1,29405,200,nginx,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
therme.sk,"Slovak Telekom, a.s.",4.0,2.0,Let's Encrypt,82,786820763,1,1,1,1,0,29405,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
calzadona.sk,Key-Systems GmbH,4.0,1.0,None,0,85365008,2,0,0,0,1,16509,200,cloudflare,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Germany,1
guesskabelky.sk,Key-Systems GmbH,4.0,2.0,ZeroSSL,86,2783444266,1,0,0,0,0,41564,403,Apache/2,3.14,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,India,1
hotelzemplin.sk,INVER spol. s r.o.,4.0,3.0,Let's Encrypt,68,1091927063,1,1,1,0,0,24940,200,Apache,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Finland,0
swarovski-online.sk,ZONER s.r.o.,4.0,4.0,None,0,3288139403,1,0,0,0,0,8391,200,Knipp-Webredirector/1.6.7,3.58,0.32,0.58,0.0,0.05,1,3,0,1,False,18,True,False,None,1
joyashoesonlinesale.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,82,1746229391,2,0,0,0,0,13335,520,cloudflare,3.39,0.45,0.5,0.0,0.0,3,2,0,0,False,21,True,False,Canada,1
beautyderm.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,20,621391773,1,1,1,0,0,51013,200,openresty,3.55,0.38,0.54,0.0,0.0,3,2,0,0,False,12,False,False,Slovakia,0
vip-moda.eu,None,None,None,Let's Encrypt,84,773614290,1,0,1,0,0,197019,200,Apache,3.46,0.45,0.36,0.0,0.09,2,1,0,1,False,10,False,False,Czechia,1
hotelcentral.sk,"ACTIVE 24, s.r.o.",4.0,4.0,Let's Encrypt,37,55049693,2,1,1,0,1,16509,200,openresty,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Germany,0
hokateniskyvypredaj.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,65,1746231297,7,0,0,0,0,13335,200,cloudflare,3.88,0.36,0.59,0.0,0.0,1,2,0,0,False,21,True,False,Canada,1
hotelprim.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,29,1450111950,1,1,1,0,1,29405,200,Apache,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Slovakia,0
dsi.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,66,521079457,1,1,1,0,1,25234,200,nginx,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Czechia,0
bedminton.sk,VÁDIUM - IT s.r.o.,4.0,3.0,Let's Encrypt,37,3560514258,1,1,1,1,0,48689,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
armanioutlet.sk,NETIM,4.0,3.0,Let's Encrypt,61,3304375151,1,0,0,0,0,41564,403,nginx,3.64,0.4,0.53,0.0,0.0,3,2,0,0,False,14,True,False,Singapore,1
jasmin.sk,"Webglobe, a.s.",4.0,3.0,None,21,3560513598,1,1,1,1,1,48689,410,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
balonik.sk,ZONER s.r.o.,4.0,4.0,Let's Encrypt,70,621391797,1,1,1,0,0,51013,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
pzs-balsam.sk,Speedweb s. r. o.,4.0,3.0,Let's Encrypt,73,1833606499,1,1,1,1,1,29405,200,nginx,3.18,0.15,0.69,0.0,0.08,1,3,0,1,False,12,False,False,Slovakia,0
bargertex.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,4.0,ZeroSSL,55,3108035365,1,1,1,0,1,43541,200,nginx,3.25,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Czechia,0
bena.sk,"Slovak Telekom, a.s.",4.0,3.0,Sectigo Limited,340,621391747,1,1,1,0,0,51013,200,openresty,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
battal.sk,"Slovanet, a. s.",4.0,2.0,Let's Encrypt,68,621391772,1,1,1,0,0,51013,200,openresty,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
dfyne.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,50,3304405089,1,0,0,0,0,58065,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Spain,1
balmat.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,15,621391811,1,1,1,0,0,51013,200,openresty,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
bergasslovakia.sk,EuroNET Slovakia s.r.o.,4.0,1.0,Let's Encrypt,53,3587669101,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,3.41,0.35,0.59,0.0,0.0,2,3,0,0,False,16,True,False,Slovakia,0
carlton.sk,CyberData s.r.o.,4.0,4.0,Let's Encrypt,18,621391811,1,1,1,0,1,51013,200,openresty,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Slovakia,0
belvet.sk,"INTERNET CZ, a.s.",4.0,4.0,Let's Encrypt,70,3283483187,1,1,1,0,1,48689,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
offkarta.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,88,3560513543,1,1,1,1,1,48689,200,nginx,2.91,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
bazsostrechy.sk,"Platon Technologies, s.r.o.",4.0,1.0,None,0,1442374146,1,0,1,0,0,5578,200,nginx,3.59,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
rohacespalena.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,17,621391771,1,1,1,0,1,51013,200,openresty,3.45,0.38,0.56,0.0,0.0,1,2,0,0,False,15,False,False,Slovakia,0
bbdrevostavby.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,47,3248704782,1,1,1,1,1,29405,200,nginx,3.45,0.25,0.69,0.0,0.0,1,4,0,0,False,15,False,False,Slovakia,0
bsmoto.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,30,3645054580,1,1,1,1,1,5578,200,nginx,2.73,0.22,0.67,0.0,0.0,1,3,0,0,False,8,False,False,Slovakia,0
novabana.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,42,1364801653,1,1,1,0,0,29405,200,nginx,2.85,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
basolar.sk,"Energotel,a.s.",4.0,2.0,Let's Encrypt,72,621391805,1,1,1,0,0,51013,200,openresty,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
tec-2000.sk,"INTERNET CZ, a.s.",4.0,3.0,None,0,1359135763,1,0,0,0,0,24806,200,nginx,3.03,0.09,0.36,0.36,0.09,1,2,4,1,False,10,False,False,Czechia,0
benchpress.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,43,3283483175,1,1,1,1,1,48689,200,nginx,3.18,0.15,0.77,0.0,0.0,1,5,0,0,False,12,False,False,Slovakia,0
bbox.sk,"Media Construx, s.r.o.",4.0,3.0,None,359,1559294292,1,1,1,1,0,29405,200,Apache,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
karllagerfeldslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,60,94190370,1,0,0,0,0,41564,200,Apache,3.51,0.28,0.68,0.0,0.0,1,4,0,0,False,24,True,False,The Netherlands,1
hotelsvmichal.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,78,786817289,1,1,1,0,1,29405,200,nginx,3.62,0.25,0.69,0.0,0.0,1,4,0,0,False,15,False,False,Slovakia,0
bagsmkonlineshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,46,3301229984,1,0,0,0,0,41564,200,Apache,3.68,0.26,0.68,0.0,0.0,1,4,0,0,False,18,True,False,Ireland,1
hrinova.sk,"INTERNET CZ, a.s.",4.0,1.0,None,0,1482057225,1,1,1,0,0,39392,0,None,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
software-foundation.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,36,621391749,1,1,1,0,0,51013,200,openresty,3.79,0.36,0.55,0.0,0.05,2,3,0,1,False,21,False,False,Slovakia,1
robur-slovakia.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,385,1450111783,1,1,1,0,1,29405,200,Apache,3.5,0.35,0.53,0.0,0.06,2,2,0,1,False,16,True,False,Slovakia,0
hotel-eminent.sk,"WebHouse, s.r.o.",4.0,2.0,None,0,886405186,1,1,1,0,1,16509,200,Apache/2.4.62 (Amazon Linux),3.45,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Ireland,0
calvinkleinbratislava.sk,NETIM,4.0,4.0,None,67,2783436777,1,0,1,0,0,58065,403,Apache/2,3.52,0.33,0.62,0.0,0.0,2,3,0,0,False,23,True,False,United States,1
birdie.sk,BAIT s.r.o.,4.0,2.0,Let's Encrypt,47,3117018318,1,1,1,0,0,58014,200,nginx,2.95,0.33,0.56,0.0,0.0,2,2,0,0,False,8,False,False,Slovakia,0
tamaris.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,15,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,1
hoteljanosik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,63,621391749,1,1,1,1,0,51013,200,openresty,3.51,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
win-win.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,72,621391747,1,1,1,0,0,51013,200,openresty,2.72,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,False,Slovakia,1
becafe.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,35,621391804,1,1,1,0,1,51013,200,openresty,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
skidrienica.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,32,1047369597,1,1,1,1,1,29134,200,nginx,3.18,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Czechia,0
vagabondtopanky.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,41,2890124370,2,0,0,0,0,13335,403,cloudflare,3.57,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Canada,1
ninewesthodinky.sk,"ACTIVE 24, s.r.o.",4.0,2.0,None,0,1365205021,1,0,0,0,0,25234,403,cloudflare,3.46,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Czechia,1
andrejbartl.sk,Websupport s.r.o.,4.0,3.0,None,61,621391805,1,1,1,0,0,51013,200,openresty,3.52,0.21,0.71,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
chronux.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,85,1360995606,1,1,1,0,1,24971,200,openresty,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Czechia,0
nikevypredaj.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,41,1746210817,7,0,0,0,0,13335,403,cloudflare,3.64,0.33,0.6,0.0,0.0,1,2,0,0,False,14,True,False,Canada,1
lipany.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,59,1959442631,1,1,1,0,0,24940,200,nginx,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Germany,0
gymsharkleginy-sk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,46,2783418664,1,0,0,0,0,58065,200,Apache,3.65,0.25,0.65,0.0,0.05,1,3,0,1,False,19,False,True,United States,1
bumstudio.sk,Daniel Benetín DALNet.sk,4.0,3.0,Let's Encrypt,82,621391812,1,1,1,0,0,51013,200,openresty,3.25,0.33,0.58,0.0,0.0,2,3,0,0,False,11,False,False,Slovakia,0
bks.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,45,3283482689,1,1,1,1,1,48689,200,nginx,1.92,0.0,0.83,0.0,0.0,0,3,0,0,False,5,False,False,Slovakia,0
trencin.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,71,522144271,1,1,1,0,1,197019,200,Apache,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
barca.sk,Slavomír Kundrát - Faeton,4.0,4.0,Let's Encrypt,85,1383588041,1,1,1,1,0,5578,200,Apache,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
lonsdalesk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,83,2783395844,1,0,0,0,0,48950,200,Apache,3.03,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,True,Germany,1
beefhouse.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,25,621391772,1,1,1,0,0,51013,200,openresty,3.02,0.42,0.5,0.0,0.0,2,2,0,0,False,11,False,False,Slovakia,0
modrykonik.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,47,3641753359,1,1,1,1,1,43541,200,nginx,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Czechia,0
adidasoutletslovensko.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,69,2890109585,2,0,0,0,0,13335,200,cloudflare,3.55,0.38,0.58,0.0,0.0,2,3,0,0,False,23,True,False,Canada,1
hotelagro.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,76,621391795,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
calzadonna.sk,Key-Systems GmbH,4.0,1.0,None,0,85365008,2,0,0,0,1,16509,200,cloudflare,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Germany,1
baliarenbaraka.sk,"WebHouse, s.r.o.",4.0,3.0,None,79,786818605,1,1,1,0,1,29405,200,Apache,3.05,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
lottoslovakia.sk,Key-Systems GmbH,4.0,2.0,ZeroSSL,34,3304374659,1,0,0,0,0,58065,403,nginx,3.08,0.38,0.56,0.0,0.0,2,2,0,0,False,15,True,False,Finland,1
hotelmousson.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,35,621391812,1,1,1,0,0,51013,200,openresty,3.27,0.33,0.6,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
hudobnenastroje1.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,Let's Encrypt,61,1559297321,1,1,1,0,0,29405,200,None,3.83,0.32,0.58,0.05,0.0,1,3,1,0,False,18,False,False,Slovakia,0
ragwear.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,3301182877,1,0,0,0,0,63119,200,Apache,2.92,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Germany,1
huntebratislava.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,48,2890109239,2,0,0,0,0,13335,200,cloudflare,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Canada,1
mangoslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,46,2665349655,1,0,0,0,0,63119,200,Apache,3.29,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,United States,1
hoteleden.sk,KIOS a.s.,4.0,3.0,None,36,621391796,1,1,1,0,0,51013,200,openresty,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
bademico.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,83,621391797,1,1,1,0,0,51013,200,openresty,3.46,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
altratopanky.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,55,3304375210,1,0,0,0,0,41564,200,Apache,3.32,0.33,0.6,0.0,0.0,1,3,0,0,False,14,True,False,Singapore,1
bjklima.sk,"WebHouse, s.r.o.",4.0,3.0,None,41,621390515,1,1,1,0,1,51013,200,nginx/1.14.2,3.12,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,False,Slovakia,0
caterpillarobuv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,83,2890125449,2,0,0,0,0,13335,200,cloudflare,3.84,0.33,0.61,0.0,0.0,1,2,0,0,False,17,True,False,Canada,1
basetoosl.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,61,1542460480,1,1,1,0,0,59939,200,Apache/2,3.02,0.33,0.58,0.0,0.0,2,2,0,0,False,11,False,False,The Netherlands,1
oddych.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,12,621391803,1,1,1,0,0,51013,200,openresty,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
topreality.sk,Ringier Slovakia Media s.r.o.,4.0,2.0,Let's Encrypt,79,1542140998,1,1,1,0,1,57788,200,None,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
teniskyhokavypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,50,2783430596,1,0,0,0,0,58065,200,Apache,3.88,0.36,0.59,0.0,0.0,1,2,0,0,False,21,True,False,Estonia,1
alfavet.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,32,1360995606,1,1,1,0,1,24971,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
caterpillar-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,86,2783425569,1,0,0,0,0,58065,200,Apache,3.77,0.29,0.62,0.0,0.04,1,3,0,1,False,23,True,False,Estonia,1
reebokeshop.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,68,2783380558,1,0,0,0,0,57858,200,Apache,3.04,0.36,0.57,0.0,0.0,2,2,0,0,False,13,True,False,Seychelles,1
epi.sk,"USR Services, s.r.o.",4.0,1.0,Let's Encrypt,34,3170123584,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,2.58,0.33,0.5,0.0,0.0,1,2,0,0,False,5,False,False,Czechia,0
hotelfrantisek.sk,"Lemon Lion, s.r.o.",4.0,3.0,Let's Encrypt,61,1311670454,1,1,1,0,1,24940,200,Apache,3.62,0.29,0.65,0.0,0.0,1,3,0,0,False,16,False,False,Germany,0
zadania-seminarky.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,1507711599,1,1,1,0,0,197019,200,nginx,3.52,0.4,0.5,0.0,0.05,2,2,0,1,False,19,False,False,Czechia,0
dope-snow-sk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,68,1746217010,2,0,0,0,0,13335,200,cloudflare,3.19,0.2,0.6,0.0,0.13,1,2,0,1,False,14,False,True,Canada,1
bagmaster.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,67,3641751704,1,1,1,0,1,43541,200,nginx,3.25,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Czechia,0
cykloeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,14,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.24,0.31,0.62,0.0,0.0,2,2,0,0,False,12,True,False,Czechia,1
renner.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,89,1559297298,1,1,1,0,0,29405,200,None,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hollisterco.sk,MarkMonitor International Limited,3.0,3.0,None,0,1666428974,1,1,0,0,1,16509,200,,3.38,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,United States,1
hotelmagnus.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,25,621391795,1,1,1,0,0,51013,200,openresty,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
certovica.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Google Trust Services,71,1746042713,1,0,1,0,0,13335,200,cloudflare,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Canada,0
hotelpodzamkom.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,18,621391773,1,1,1,0,1,51013,200,openresty,3.57,0.29,0.65,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
trstena.sk,"DSI DATA, a. s.",4.0,4.0,Let's Encrypt,86,1383588041,1,1,1,0,1,5578,200,Apache,2.92,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,False,Slovakia,0
expresnygeodet.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,64,521079343,1,1,1,0,0,25234,200,nginx,3.5,0.35,0.59,0.0,0.0,2,3,0,0,False,16,False,False,Czechia,1
hotelfamilia.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,27,621391803,1,1,1,0,0,51013,200,openresty,3.51,0.4,0.53,0.0,0.0,2,2,0,0,False,14,False,False,Slovakia,0
supreme-sk.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,80,3304375224,1,0,0,0,0,41564,200,Apache,3.03,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,True,Singapore,1
velkysaris.sk,"WEBY GROUP, s.r.o.",4.0,1.0,Let's Encrypt,35,1383588041,1,1,1,0,1,5578,200,Apache,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
coolfoun.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,61,1360995606,1,1,1,0,1,24971,200,openresty,3.03,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Czechia,0
123tires.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,68,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.28,0.18,0.45,0.27,0.0,1,2,3,0,False,10,False,False,Czechia,1
primarkslovensko.sk,Key-Systems GmbH,4.0,2.0,Let's Encrypt,31,2783395893,1,0,0,0,0,48950,200,Apache,3.54,0.26,0.68,0.0,0.0,1,4,0,0,False,18,True,False,Germany,1
uvzsr.sk,"Slovanet, a. s.",4.0,2.0,DigiCert Inc,9,2375224530,1,1,1,0,1,31898,0,None,2.75,0.12,0.75,0.0,0.0,1,4,0,0,False,7,False,False,Germany,0
benuskatopinka.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,22,621391749,1,1,1,0,0,51013,200,openresty,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
superbenek.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,ZeroSSL,81,3108035365,1,1,1,0,0,43541,200,nginx,3.03,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Czechia,0
hotelalexandra.sk,"ACOMPUTER, s. r. o.",4.0,1.0,None,55,3118079971,1,0,1,0,0,31117,200,openresty,3.57,0.35,0.59,0.0,0.0,1,3,0,0,False,16,False,False,Slovakia,0
balmarkt.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,24,621391749,1,1,1,0,0,51013,200,openresty,3.1,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
obojstrannebetonoveploty.sk,Smartweb s.r.o.,4.0,3.0,None,93,1833606453,1,1,1,1,1,29405,200,nginx,3.65,0.37,0.59,0.0,0.0,1,4,0,0,False,26,False,False,Slovakia,0
mizunoslovenskostore.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,43,3304430024,1,0,0,0,0,41564,200,Apache,3.57,0.35,0.61,0.0,0.0,1,3,0,0,False,22,True,False,Slovakia,1
bonky.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,2728364086,2,1,1,0,0,13335,409,cloudflare,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Canada,1
eltico.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,5,1559297387,1,1,1,0,0,29405,200,None,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
revuca.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,86,1383588041,1,1,1,0,1,5578,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
barbitrans.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,70,621391749,1,0,1,0,0,51013,200,openresty,3.09,0.23,0.69,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
